date,close,volume,open,high,low,symbol
2024-12-30,252.2,35557540,252.23,253.5,250.75,AAPL
2024-12-27,255.59,42355320,257.83,258.7,253.06,AAPL
2024-12-26,259.02,27262980,258.19,260.1,257.63,AAPL
2024-12-24,258.2,23234710,255.49,258.21,255.29,AAPL
2024-12-23,255.27,40858770,254.77,255.65,253.45,AAPL
2024-12-20,254.49,147495300,248.04,255.0,245.69,AAPL
2024-12-19,249.79,60882260,247.5,252.0,247.0949,AAPL
2024-12-18,248.05,56774100,252.16,254.28,247.74,AAPL
2024-12-17,253.48,51356360,250.08,253.83,249.78,AAPL
2024-12-16,251.04,51694750,247.99,251.38,247.65,AAPL
2024-12-13,248.13,33155290,247.815,249.2902,246.24,AAPL
2024-12-12,247.96,32777530,246.89,248.74,245.68,AAPL
2024-12-11,246.49,45205810,247.96,250.8,246.2601,AAPL
2024-12-10,247.77,36914810,246.89,248.21,245.34,AAPL
2024-12-09,246.75,44649230,241.83,247.24,241.75,AAPL
2024-12-06,242.84,36870620,242.905,244.63,242.08,AAPL
2024-12-05,243.04,40033880,243.99,244.54,242.13,AAPL
2024-12-04,243.01,44383940,242.87,244.11,241.25,AAPL
2024-12-03,242.65,38861020,239.81,242.76,238.9,AAPL
2024-12-02,239.59,48137100,237.27,240.79,237.16,AAPL
2024-11-29,237.33,28481380,234.805,237.81,233.97,AAPL
2024-11-27,234.93,33498440,234.465,235.69,233.8101,AAPL
2024-11-26,235.06,45986190,233.33,235.57,233.33,AAPL
2024-11-25,232.87,90152830,231.46,233.245,229.74,AAPL
2024-11-22,229.87,38168250,228.06,230.7199,228.06,AAPL
2024-11-21,228.52,42108330,228.88,230.155,225.7103,AAPL
2024-11-20,229.0,35169570,228.06,229.93,225.89,AAPL
2024-11-19,228.28,36211770,226.98,230.16,226.66,AAPL
2024-11-18,228.02,44686020,225.25,229.74,225.17,AAPL
2024-11-15,225.0,47923700,226.4,226.92,224.27,AAPL
2024-11-14,228.22,44923940,225.02,228.87,225.0,AAPL
2024-11-13,225.12,48566220,224.01,226.65,222.76,AAPL
2024-11-12,224.23,40398300,224.55,225.59,223.355,AAPL
2024-11-11,224.23,42005600,225.0,225.7,221.5,AAPL
2024-11-08,226.96,38328820,227.17,228.66,226.405,AAPL
2024-11-07,227.48,42137690,224.625,227.875,224.57,AAPL
2024-11-06,222.72,54561120,222.61,226.065,221.19,AAPL
2024-11-05,223.45,28111340,221.795,223.95,221.14,AAPL
2024-11-04,222.01,44944470,220.99,222.79,219.71,AAPL
2024-11-01,222.91,65276740,220.965,225.35,220.27,AAPL
2024-10-31,225.91,64370090,229.34,229.83,225.37,AAPL
2024-10-30,230.1,47070910,232.61,233.47,229.55,AAPL
2024-10-29,233.67,35417250,233.1,234.325,232.32,AAPL
2024-10-28,233.4,36087130,233.32,234.73,232.55,AAPL
2024-10-25,231.41,38802300,229.74,233.22,229.57,AAPL
2024-10-24,230.57,31109500,229.98,230.82,228.41,AAPL
2024-10-23,230.76,52286980,234.08,235.144,227.76,AAPL
2024-10-22,235.86,38846580,233.885,236.22,232.6,AAPL
2024-10-21,236.48,36254470,234.45,236.85,234.45,AAPL
2024-10-18,235.0,46431470,236.18,236.18,234.01,AAPL
2024-10-17,232.15,32993810,233.43,233.85,230.52,AAPL
2024-10-16,231.78,34082240,231.6,232.12,229.84,AAPL
2024-10-15,233.85,64751370,233.61,237.49,232.37,AAPL
2024-10-14,231.3,39882090,228.7,231.73,228.6,AAPL
2024-10-11,227.55,31759190,229.3,229.41,227.34,AAPL
2024-10-10,229.04,28183540,227.78,229.5,227.17,AAPL
2024-10-09,229.54,33591090,225.23,229.75,224.83,AAPL
2024-10-08,225.77,31855690,224.3,225.98,223.25,AAPL
2024-10-07,221.69,39505350,224.5,225.69,221.33,AAPL
